Label,Message
spam,"Dear Customer, Renew your PNB MetLife India Insurance policy 00971361 to enjoy applicable tax benefits! Call tollfree 17618787766 for details."
ham,all the best for ur exams
spam,"Last day closing offer-BAJAJ Offer personal loan only@ 12% OR reduce EMI with OD limit only@-1250 Per lac,with best benefits,for info cal@ 9740539909-AYUSHI &#10;"
ham,Harry will meet Susan's husband
spam,"Dear customer, We wish you a Happy Dusshera. Thanks for being a Lakshmi Auto Agency customer."
spam,MakeMyTrip: Hey there! Hope your last Hotel Stay was pleasant! (Ns4375967069495). Get up to 80% off on your next Hotel Booking with email id thomasWIZZ@GMAIL.COM! Code: HTLSURPRISE |*T&amp;Cs apply. http://applinks.makemytrip.com/SMsf/tJczGfzbSz To opt-out SMS MMTSTOP to 56161
spam,"Greetings, KSRTC wishes you a Happy Gandhi Jayanti."
ham,mary will meet susan on the 2nd day of chuseok
ham,Which place will be comfortable for u ?
ham,Wanna go grocery shopping with me?
ham,i will tag along wid pat
spam,"Dear Customer, Your Net Available Balance for Ac XXXXXXXX524235 is INR 1,57,857.48 as on 19-01-2017 21:09:06"
ham,tomorrow at total mall.
spam,"Dear customer, We wish you a Happy Gandhi Jayanti. Thanks for being a Bsnl customer."
ham,take med at 7 tonight
ham,Do you want to go bowling downtown on Monday?
spam,"Dear Member, you are now unsubscribed from our messages.To opt in call +913467423832"
spam,OTP is 476574 for the txn of INR 19208.00 at Jabong on your HDFC bank Debit card ending with 1511. Valid till 1:35:50. Do not share the OTP with anyone for security reasons
spam,Cannot process request. Your mobile number is already registered. TID :21254768522
spam,OTP is 223671 for the txn of INR 7525.00 at Paytm SELLER SERVICES on your SBI bank CREDIT card ending with 7273. Valid till 13:50:17. Do not share the OTP with anyone for security reasons
spam,Delivered: Your package withESP8266 Ser... and 1 other item(s)was successfully delivered. More info at http://ebay.com/cBfWh1e
ham,lunch @ rohini's home
ham,I am at Raadhika Medicine store…wat favour u want??
spam,Delivered: Your package withTaparia 1272-10 Stillson Type P...was successfully delivered. More info at http://jabong.com/cBfWh1e
spam,"Greetings, Air India wishes you a Happy Republic Day."
ham,how much is ounce in grams
ham,book the tickets
spam,"Dear INDIGO Customer, flight 3R557 from BKB shall be boarding from gate 29I. Boarding gate closes1 mins prior to the departure time."
ham,I wil surely attend. Thanks much
ham,i forget to turn off the light of my bedroom
ham,Sounds fun! What time?
ham,"Great, is 5pm okay with you?"
ham,the meeting is from 8:30pm to 9am
ham,Hey!! Can you please bring me some fresh juice??
ham,stop by total mall to meet nishu tomorrow
spam,"Dear customer, We wish you a Happy Vasant Panchami. Thanks for being a Meru customer."
ham,chiropractor appointment 6 p.m.
ham,"Ohh sorry, venue is changed…its at my aunt's house"
ham,"after dinner, so 5:30pm"
ham,Hooters at Brooklyn Joe's at 6 p.m. on Friday
ham,hey can you come over at 7?
ham,Awesome I'll be there
spam,"Greetings, Ola wishes you a Happy Eid-ul Fitr."
spam,You changed your Netbanking Login password on 27-Oct at 08:34PM IST. Do not share it with anyone
spam,Delivered: Your package withQuantum Slim USB 3.0 High Speed Hub 5 Port Color may ...was successfully delivered. More info at http://snapdeal.com/cBfWh1e
ham,create an event named movie for this sunday
spam,Delivered: Your package with Wonder and 2 other items was successfully delivered. More info at http://amzn.in/cMXr0Gj
ham,"Oh man, thanks for catching that. Is 2 okay?"
ham,How about the second Sunday
ham,attend the wedding
spam,OTP is 281737 for the txn of INR 8282.00 at Jabong on your ICICI bank CREDIT card ending with 1378. Valid till 5:36:58. Do not share the OTP with anyone for security reasons
ham,lets meet between today and tomorrow for 2 hours in the evening
spam,"Dear customer, We wish you a Happy Eid-ul Fitr. Thanks for being a Docomo customer."
ham,lets meet during 2nd chuseok eve
ham,lets meet on jan 4 from 2-4
spam,"Dear Customer, with reference to the Service request no. 32666752 on yourAircel Mobile, the defaulting unregistered telemarketer number has been disconnected by the concerned operator basis the reported violation. If you are not satisfied with the resolution, contact 132"
ham,i will meet u for 2 days during durga puja
ham,i have to recharge my tata sky end of this month
ham,going to paris with john. i will meet him there next tue
ham,lets meet today for lunch after 3
ham,Lets talk in hangout before Monday morning
spam,"Dear JET Airways Customer, flight 5I353 from SHL shall be boarding from gate 28N. Boarding gate closes4 mins prior to the departure time."
ham,"hey, can i call you tonight ?"
spam,"Get FLAT 65% OFF on ENTIRE RANGE of BACKPACKS @ Big Bazaar&#10;&#10;Use code 9867344176 till 4 Jun&#10;&#10;Valid on brands - Skybags, American Tourister &amp; Safari only&#10;&#10;TC"
spam,"Dear SPICE JET Customer, flight 4C415 from RJA shall be boarding from gate 26A. Boarding gate closes4 mins prior to the departure time."
ham,i will call you after this month
ham,oh yes of course
ham,Y not..b thr sharp at 8 in the evening
spam,Hey there! Sorry your BookMyShow transaction failed. Payment of INR Rs.3069.00 recd. No worries! Just activate your MyWallet and enable wallet refund under the settings tab for an instant refund or the money will be refunded in the actual payment channel within a maximum of 10 working days.
spam,Delivered: Your package withSurf Excel Matic Front Load Detergent PoA4 & 2 other itemswas successfully delivered. More info at http://flipkart.com/cBfWh1e
spam,OTP is 765772 for the txn of INR 19644.00 at True Value on your ICICI bank CREDIT card ending with 5214. Valid till 10:48:23. Do not share the OTP with anyone for security reasons
spam,"Have you visited More Megastore Bangalore today? Best offers of the week, exciting prizes & lots of enjoyment at 'LIVE MORE WEDNESDAY'. Till 6pm only. T&C"
spam,Delivered: Your package withPhilips 69222/14/86 Advantez FDS501 EyeCare Desk ...was successfully delivered. More info at http://patm.com/cBfWh1e
ham,Let us have dinner @ 9 @ 5 star
spam,"We would like to remind you that you have time till 30th December 2016 to deposit the demonetized Specified Bank Notes of Rs. 500/1000. Our staff is ready to help you. Please carry a Valid ID proof (Aadhaar Card, Voter ID, PAN, Passport, NREGA card, Driving license)"
ham,meeting with John Stacy and Harry tomorrow at 5 p.m.
ham,lunch with Randy Saturday
ham,Hey..u need to pay waterbill
ham,Wanna hit the club tonight?
spam,"Greetings, Ebay wishes you a Blessed Good Friday."
ham,before tomorrow morning i need to meet john
spam,OTP is 575687 for the txn of INR 10391.00 at Lakshmi Auto Agency on your ICICI bank Debit card ending with 7615. Valid till 22:49:26. Do not share the OTP with anyone for security reasons
spam,"Pl Join @CastleStreet Tomorrow @7PM for Volunteers Meeting to Discuss Details on""Bribe Free Karnataka"" Campaign Launch Activity plan for nxt 10Days.' toa=""null"" sc_toa=""null"" service_center=""9417483471"" read=""1"" status=""-1"" locked=""0"" date_sent=""3529672015196"" readable_date=""Oct 7, 2015 7:02:43 PM"" contact_name=""(Unknown)"" />"
ham,appointment of dentist
ham,Yeah for sure! I'll be home at 6.
ham,have a word with john to fix the party tomorrow
spam,"Dear SPICE JET Customer, flight 2G382 from TNI shall be boarding from gate 25W. Boarding gate closes6 mins prior to the departure time."
ham,take medicines regularly
spam,"Dear Customer, with reference to the Service request no. 38613857 on yourVodafone Mobile, the defaulting unregistered telemarketer number has been disconnected by the concerned operator basis the reported violation. If you are not satisfied with the resolution, contact 755"
ham,Wowww.thats a gr8 news indeed.
ham,The cafe downtown on 3rd street?
spam,Delivered: Your package withAutoman 12V DC Heavy Duty Metallic Tyre Inflator ...was successfully delivered. More info at http://jabong.com/cBfWh1e
ham,call the bank at 5pm
spam,Transfer balance from other credit cards to SBI Card & continue enjoying interest free period upto50days on retail txn.Repay in EMIs. Call 17215700763 or SMS BTEMI to 56767 for a call back or click sbicard.com/b/85qCwz3s9UY. T&C apply
ham,Hi .. I am going out with peter
ham,Ok good to know thanks!
spam,ase feel free to reach us at 1800 121 2323. Your primary number for communications with us is 9215363190.&#10; &#10;-- Portea Medical
ham,what's the occasion?
spam,"Delivered: Your package withGalaxy J7 - 6 (2016) / Galaxy On8 Cover, CRUST Armor CasA4was successfully delivered. More info at http://patm.com/cBfWh1e"
ham,I'm going to Edinburgh next month on the 9th
ham,Make a note to check on Harry abt his well being @ 6.30 pm
ham,submit all the proofs before the 18th this month
ham,Sure! Does 3pm work?
ham,Hi sudheer. Finally how many selects did we get? I should have taken a snapshot of the summary sheet. ..
ham,I need to take my clothes from the tailor?
spam,"Dear INDIGO Customer, flight 7X887 from PGH shall be boarding from gate 23P. Boarding gate closes2 mins prior to the departure time."
ham,Good to hear that ur in Mexico.
spam,Don't let cash stop you! Now Just swipe your Debit/Credit Card On Delivery!Happy Shopping http://chk.bz/4P317S493h
spam,"Dear Air India Customer, flight 1G283 from DHM shall be boarding from gate 10T. Boarding gate closes14 mins prior to the departure time."
ham,lets meet for lunch during jan
spam,OTP is 555532 for the txn of INR 7457.00 at Aryan Auto Agency on your HDFC bank Debit card ending with 3365. Valid till 20:48:44. Do not share the OTP with anyone for security reasons
ham,call me on next to next Friday n let us knw
ham,Give me a call after 2 hours
spam,You have successfully checked in for your IndiGo PNR VH6V4R. Please report at least 45 minutes before scheduled departure at the airport.
spam,"Dear AirAsia Customer, flight 6E845 from TEZ shall be boarding from gate 1U. Boarding gate closes20 mins prior to the departure time."
ham,cool see ya there
spam,"Own a Home in BHARTIYA CITY, Thanisandra Rd BANGALORE&#10;NIKOO HOMES Ph2&#10;with Italian Kitchen, Sky Park &amp; Dance Studio &#10;1,2,3 Bhk@ 33L onward&#10;Call 7522389603"
ham,call john for 1 hr after 9 in the morning
ham,meet john in the office for 20 mins between 4 and 5:15
ham,I am planning to meet Mr chris familiy in the month of Christmas
ham,Shall I call Mr. Wei Haiping or will it be wise to text him??
spam,Delivered: Your package withIntroductory Offer - Uberlyfe Bean Bag Refill A_ 1...was successfully delivered. More info at http://shopclues.com/cBfWh1e
ham,alright i'll drop you off at 8pm
spam,"Dear SPICE JET Customer, flight 6G728 from VGA shall be boarding from gate 23X. Boarding gate closes1 mins prior to the departure time."
ham,Ok then bring one cotton saree for my mom from there..
ham,"hey, lets catch up tomorrow?"
ham,what time are we meeting up after work tomorrow?
ham,call john to meet tom tomorrow
ham,lets meet from 1st to 15th of this month daily
ham,"Okay, i'll be there!"
spam,Cannot process request. Your mobile number is already registered. TID :87171252573
spam,Delivered: Your package withFriends kid Diaper (Easy) ...was successfully delivered. More info at http://flipkart.com/cBfWh1e
ham,remind John to feed the baby every day
ham,Pick up the take out from the Chinese restaurant at 6PM
ham,I will meet John's manager at 7'o clock then.
spam,"Dear Member, you are now unsubscribed from our messages.To opt in call +914335786868"
ham,Meet with Neha and Kunal
ham,Appointment with Katinka Hosszu
ham,enquire the pnr status
ham,i need to go to the gym tomorrow at 5pm
ham,i need to buy a pizza from pizza hut
ham,Hey..did u chk today's event list?
spam,"Dear JET Airways Customer, flight 1U533 from DMU shall be boarding from gate 20Y. Boarding gate closes22 mins prior to the departure time."
ham,i will meet nishu that day
ham,lets meet on coming month of 2014
ham,lets meet today during 11 am to 9 pm
spam,"Greetings, JET Airways wishes you a Happy Ram Navami."
spam,OTP is 177877 for the txn of INR 19849.00 at Paytm SELLER SERVICES on your HDFC bank CREDIT card ending with 7165. Valid till 8:38:52. Do not share the OTP with anyone for security reasons
spam,Cannot process request. Your mobile number is already registered. TID :22171478323
ham,ping john on friday evening from 5 to 5:30pm
ham,i will call john on 4th december
ham,At home. How about u?
ham,yeah sure bit busy right now..wil wish her around 10 tonite
ham,call samrat on christmas
ham,teach kailash yoga
ham,i may meet john for dinner on saturday at 8pm
spam,Your Fare: Rs.837 (incl. service tax).
ham,"Hey bro..When are you coming to my place? Can you bring Masala dosa from A2B , Marathalli?"
ham,Hi Honey!! Please drop me to Neha's Place tomorrow na?
ham,my frnds r gtting 2geder at ninas 2day
ham,transfer $10 to kailash tomorrow
ham,meet bony in the hall
ham,"Oh, that was Kris"
ham,sure what time again?
ham,john's appointment with me is tomorrow at 5:30 pm
ham,will be there at 5 rain or shine
ham,4 at my place if it's ok with you.
ham,discussion with john to meet the deadline
spam,"Dear Rider, open your Uber app now to find out what mystery offer you could unlock! #MysteryFareWeek"
ham,hey wanna chat later over fb around 7 pm??
spam,"Dear INDIGO Customer, flight 8S371 from NDC shall be boarding from gate 26A. Boarding gate closes29 mins prior to the departure time."
